"codi_carrer";"des_sigla";"nom_carrer";"nom_complert";"nom_barri";"codi_postal";"nroi";"nrof";"nom_llistat"
"5";"AVINGUDA";"ABAT MARCET, DE L'";"AVINGUDA DE L'ABAT MARCET";"POBLE NOU - ZONA ESPORTIVA";"08225";"2";"368";"ABATMARCET"
"5";"AVINGUDA";"ABAT MARCET, DE L'";"AVINGUDA DE L'ABAT MARCET";"SANT PERE";"08225";"1";"241";"ABATMARCET"
"5";"AVINGUDA";"ABAT MARCET, DE L'";"AVINGUDA DE L'ABAT MARCET";"TORRENT D'EN PERE PARRES";"08225";"251";"353";"ABATMARCET"
"5943";"PONT";"ABAT MARCET, DE L'";"PONT DE L'ABAT MARCET";"POBLE NOU - ZONA ESPORTIVA";"08225";"1";"1";"ABATMARCET"
"15";"CARRER";"ABLA, D'";"CARRER D'ABLA";"CAN BOADA CASC ANTIC";"08225";"1";"17";"ABLA"
"20";"CARRER";"ABRUCENA, D'";"CARRER D'ABRUCENA";"POBLE NOU - ZONA ESPORTIVA";"08225";"2";"48";"ABRUCENA"
"20";"CARRER";"ABRUCENA, D'";"CARRER D'ABRUCENA";"POBLE NOU - ZONA ESPORTIVA";"08225";"3";"43";"ABRUCENA"
"5680";"PLACETA";"ADELINA GREGORIANO, D'";"PLACETA D'ADELINA GREGORIANO";"CA N'AURELL";"08224";"1";"5";"ADELINAGREGORIANO"
"5680";"PLACETA";"ADELINA GREGORIANO, D'";"PLACETA D'ADELINA GREGORIANO";"CA N'AURELL";"08224";"2";"4";"ADELINAGREGORIANO"
"25";"CARRER";"ADRA, D'";"CARRER D'ADRA";"POBLE NOU - ZONA ESPORTIVA";"08225";"1";"107";"ADRA"
"25";"CARRER";"ADRA, D'";"CARRER D'ADRA";"POBLE NOU - ZONA ESPORTIVA";"08225";"2";"94";"ADRA"
"26";"AVINGUDA";"ÀFRICA,D'";"AVINGUDA D'ÀFRICA";"CAN PARELLADA";"08228";"33";"105";"AFRICA"
"26";"AVINGUDA";"ÀFRICA,D'";"AVINGUDA D'ÀFRICA";"CAN PARELLADA";"08228";"38";"86";"AFRICA"
"30";"CARRER";"AGRICULTURA, DE L'";"CARRER DE L'AGRICULTURA";"CAN PALET";"08223";"1";"123";"AGRICULTURA"
"30";"CARRER";"AGRICULTURA, DE L'";"CARRER DE L'AGRICULTURA";"CAN PALET";"08223";"2";"134";"AGRICULTURA"
"5541";"PLAÇA";"AGUSTÍ BARTRA, D'";"PLAÇA D'AGUSTÍ BARTRA";"CAN BOADA CASC ANTIC";"08225";"1";"7";"AGUSTIBARTRA"
"5541";"PLAÇA";"AGUSTÍ BARTRA, D'";"PLAÇA D'AGUSTÍ BARTRA";"CAN BOADA CASC ANTIC";"08225";"2";"10";"AGUSTIBARTRA"
"5839";"CARRER";"AGUSTÍ FABRA, D'";"CARRER D'AGUSTÍ FABRA";"DISSEMINATS - D5";"08225";"2";"70";"AGUSTIFABRA"
"5839";"CARRER";"AGUSTÍ FABRA, D'";"CARRER D'AGUSTÍ FABRA";"DISSEMINATS - D5";"08225";"21";"51";"AGUSTIFABRA"
"45";"PASSATGE";"AGUT, DE L'";"PASSATGE DE L'AGUT";"CAN BOADA CASC ANTIC";"08225";"1";"7";"AGUT"
"45";"PASSATGE";"AGUT, DE L'";"PASSATGE DE L'AGUT";"CAN BOADA CASC ANTIC";"08225";"2";"2";"AGUT"
"5502";"CARRER";"AIGUA, DE L'";"CARRER DE L'AIGUA";"DISSEMINATS - D3.1";"08227";"4";"6";"AIGUA"
"5502";"CARRER";"AIGUA, DE L'";"CARRER DE L'AIGUA";"P.I. ELS BELLOTS";"08227";"10";"32";"AIGUA"
"5609";"PLAÇA";"AIGUA, DE L'";"PLAÇA DE L'AIGUA";"SANT PERE NORD";"08225";"1";"1";"AIGUA"
"5501";"CARRER";"AIRE, DE L'";"CARRER DE L'AIRE";"DISSEMINATS - D3.1";"08227";"51";"67";"AIRE"
"5501";"CARRER";"AIRE, DE L'";"CARRER DE L'AIRE";"DISSEMINATS - D3.1";"08227";"68";"72";"AIRE"
"5501";"CARRER";"AIRE, DE L'";"CARRER DE L'AIRE";"P.I. ELS BELLOTS";"08227";"1";"41";"AIRE"
"5011";"PLAÇA";"AJUNTAMENT, DE L'";"PLAÇA DE L'AJUNTAMENT";"CENTRE";"08221";"1";"1";"AJUNTAMENT"
"50";"CARRER";"ÀLABA, D'";"CARRER D'ÀLABA";"TORRE-SANA";"08227";"10";"52";"ALABA"
"50";"CARRER";"ÀLABA, D'";"CARRER D'ÀLABA";"TORRE-SANA";"08227";"13";"75";"ALABA"
"85";"CARRER";"ALACANT, D'";"CARRER D'ALACANT";"CA N'AURELL";"08224";"1";"35";"ALACANT"
"85";"CARRER";"ALACANT, D'";"CARRER D'ALACANT";"CA N'AURELL";"08224";"2";"40";"ALACANT"
"55";"CARRER";"ALBACETE, D'";"CARRER D'ALBACETE";"POBLE NOU - ZONA ESPORTIVA";"08225";"1";"37";"ALBACETE"
"55";"CARRER";"ALBACETE, D'";"CARRER D'ALBACETE";"POBLE NOU - ZONA ESPORTIVA";"08225";"2";"24";"ALBACETE"
"60";"CARRER";"ALBÉNIZ, D'";"CARRER D'ALBÉNIZ";"TORRENT D'EN PERE PARRES";"08225";"1";"25";"ALBENIZ"
"60";"CARRER";"ALBÉNIZ, D'";"CARRER D'ALBÉNIZ";"TORRENT D'EN PERE PARRES";"08225";"2";"14";"ALBENIZ"
"86";"CARRER";"ALBERT EINSTEIN, D'";"CARRER D'ALBERT EINSTEIN";"P.I. SANTA MARGARIDA";"08223";"18";"50";"ALBERTEINSTEIN"
"86";"CARRER";"ALBERT EINSTEIN, D'";"CARRER D'ALBERT EINSTEIN";"P.I. SANTA MARGARIDA";"08223";"19";"61";"ALBERTEINSTEIN"
"84";"CARRER";"ALBÍ, D'";"CARRER D'ALBÍ";"ÈGARA";"08226";"1";"31";"ALBI"
"84";"CARRER";"ALBÍ, D'";"CARRER D'ALBÍ";"ÈGARA";"08226";"2";"32";"ALBI"
"970";"CARRER";"ALBINYANA, D'";"CARRER D'ALBINYANA";"CAN PALET";"08223";"2";"134";"ALBINYANA"
"970";"CARRER";"ALBINYANA, D'";"CARRER D'ALBINYANA";"CAN PALET";"08223";"3";"143";"ALBINYANA"
"2580";"CARRER";"ALCALDE PARELLADA, DE L'";"CARRER DE L'ALCALDE PARELLADA";"ANTIC POBLE DE SANT PERE";"08222";"2";"6";"ALCALDEPARELLADA"
"5921";"CARRER";"ALCALDE PICAÑOL, DE L'";"CARRER DE L'ALCALDE PICAÑOL";"ANTIC POBLE DE SANT PERE";"08222";"7";"19";"ALCALDEPICANZZOL"
"65";"CARRER";"ALCOI, D'";"CARRER D'ALCOI";"POBLE NOU - ZONA ESPORTIVA";"08225";"1";"119";"ALCOI"
"65";"CARRER";"ALCOI, D'";"CARRER D'ALCOI";"POBLE NOU - ZONA ESPORTIVA";"08225";"6";"110";"ALCOI"
"65";"CARRER";"ALCOI, D'";"CARRER D'ALCOI";"SANT PERE NORD";"08226";"114";"156";"ALCOI"
"5970";"PASSATGE";"ALCUBA, DE L'";"PASSATGE DE L'ALCUBA";"SEGLE XX";"08223";"1";"1";"ALCUBA"
"840";"CARRER";"ALEMANYA, D'";"CARRER D'ALEMANYA";"CAN PARELLADA";"08228";"5";"5";"ALEMANYA"
"840";"CARRER";"ALEMANYA, D'";"CARRER D'ALEMANYA";"CAN PARELLADA";"08228";"108";"146";"ALEMANYA"
"70";"CARRER";"ALEXANDER BELL, D'";"CARRER D'ALEXANDER BELL";"CA N'AURELL";"08224";"1";"161";"ALEXANDERBELL"
"70";"CARRER";"ALEXANDER BELL, D'";"CARRER D'ALEXANDER BELL";"CA N'AURELL";"08224";"4";"134";"ALEXANDERBELL"
"73";"CARRER";"ALEXANDRE DE RIQUER, D'";"CARRER D'ALEXANDRE DE RIQUER";"POBLE NOU - ZONA ESPORTIVA";"08225";"1";"47";"ALEXANDREDERIQUER"
"73";"CARRER";"ALEXANDRE DE RIQUER, D'";"CARRER D'ALEXANDRE DE RIQUER";"POBLE NOU - ZONA ESPORTIVA";"08225";"6";"48";"ALEXANDREDERIQUER"
"1415";"CARRER";"ALEXANDRE GALÍ, D'";"CARRER D'ALEXANDRE GALÍ";"CAN BOADA CASC ANTIC";"08225";"2";"40";"ALEXANDREGALI"
"1415";"CARRER";"ALEXANDRE GALÍ, D'";"CARRER D'ALEXANDRE GALÍ";"CAN BOADA CASC ANTIC";"08225";"3";"77";"ALEXANDREGALI"
"5104";"CARRER";"ALGÈRIA, D'";"CARRER D'ALGÈRIA";"CAN PARELLADA";"08228";"1";"23";"ALGERIA"
"5104";"CARRER";"ALGÈRIA, D'";"CARRER D'ALGÈRIA";"CAN PARELLADA";"08228";"4";"34";"ALGERIA"
"75";"PASSATGE";"ALGESIRES, D'";"PASSATGE D'ALGESIRES";"CAN BOADA CASC ANTIC";"08225";"2";"6";"ALGESIRES"
"77";"CARRER";"ALGUER, DE L'";"CARRER DE L'ALGUER";"P.I. PUIGBARRAL";"08226";"14";"56";"ALGUER"
"5515";"CARRER";"ÀLIGA, DE L'";"CARRER DE L'ÀLIGA";"CAN PALET DE VISTA ALEGRE";"08224";"1";"29";"ALIGA"
"5515";"CARRER";"ÀLIGA, DE L'";"CARRER DE L'ÀLIGA";"CAN PALET DE VISTA ALEGRE";"08224";"8";"42";"ALIGA"
"90";"CARRER";"ALMERIA, D'";"CARRER D'ALMERIA";"ÈGARA";"08226";"2";"138";"ALMERIA"
"90";"CARRER";"ALMERIA, D'";"CARRER D'ALMERIA";"ÈGARA";"08226";"31";"157";"ALMERIA"
"5740";"PONT";"ALMERIA, D'";"PONT D'ALMERIA";"ÈGARA";"08227";"1";"1";"ALMERIA"
"5516";"CARRER";"ALOSA, DE L'";"CARRER DE L'ALOSA";"CAN PALET DE VISTA ALEGRE";"08224";"1";"11";"ALOSA"
"5516";"CARRER";"ALOSA, DE L'";"CARRER DE L'ALOSA";"CAN PALET DE VISTA ALEGRE";"08224";"2";"10";"ALOSA"
"1838";"PLAÇA";"ALZINA,DE L'";"PLAÇA DE L'ALZINA";"CAN GONTERES";"08225";"1";"1";"ALZINA"
"1838";"PLAÇA";"ALZINA,DE L'";"PLAÇA DE L'ALZINA";"CAN GONTERES";"08225";"2";"6";"ALZINA"
"95";"CARRER";"AMADEU DE SAVOIA, D'";"CARRER D'AMADEU DE SAVOIA";"CAN BOADA CASC ANTIC";"08225";"99";"123";"AMADEUDESAVOIA"
"95";"CARRER";"AMADEU DE SAVOIA, D'";"CARRER D'AMADEU DE SAVOIA";"CAN BOADA CASC ANTIC";"08225";"160";"168";"AMADEUDESAVOIA"
"95";"CARRER";"AMADEU DE SAVOIA, D'";"CARRER D'AMADEU DE SAVOIA";"TORRENT D'EN PERE PARRES";"08225";"1";"95";"AMADEUDESAVOIA"
"95";"CARRER";"AMADEU DE SAVOIA, D'";"CARRER D'AMADEU DE SAVOIA";"TORRENT D'EN PERE PARRES";"08225";"2";"158";"AMADEUDESAVOIA"
"845";"CARRER";"AMÈRICA, D'";"CARRER D'AMÈRICA";"CAN PARELLADA";"08228";"1";"55";"AMERICA"
"845";"CARRER";"AMÈRICA, D'";"CARRER D'AMÈRICA";"CAN PARELLADA";"08228";"2";"40";"AMERICA"
"96";"CARRER";"AMETLLERS, DELS";"CARRER DELS AMETLLERS";"DISSEMINATS - D5";"08225";"71";"73";"AMETLLERS"
"96";"CARRER";"AMETLLERS, DELS";"CARRER DELS AMETLLERS";"PLA DEL BON AIRE - EL GARROT";"08225";"11";"21";"AMETLLERS"
"96";"CARRER";"AMETLLERS, DELS";"CARRER DELS AMETLLERS";"PLA DEL BON AIRE - EL GARROT";"08225";"14";"26";"AMETLLERS"
"130";"CARRER";"AMPLE";"CARRER AMPLE";"SANT PERE";"08225";"1";"109";"AMPLE"
"130";"CARRER";"AMPLE";"CARRER AMPLE";"SANT PERE";"08225";"2";"112";"AMPLE"
"130";"CARRER";"AMPLE";"CARRER AMPLE";"SANT PERE";"08226";"111";"179";"AMPLE"
"130";"CARRER";"AMPLE";"CARRER AMPLE";"SANT PERE";"08226";"118";"164";"AMPLE"
"130";"CARRER";"AMPLE";"CARRER AMPLE";"SANT PERE NORD";"08226";"174";"312";"AMPLE"
"130";"CARRER";"AMPLE";"CARRER AMPLE";"SANT PERE NORD";"08226";"187";"323";"AMPLE"
"135";"PASSATGE";"AMPLE";"PASSATGE AMPLE";"SANT PERE";"08225";"3";"13";"AMPLE"
"135";"PASSATGE";"AMPLE";"PASSATGE AMPLE";"SANT PERE";"08225";"6";"6";"AMPLE"
"115";"CARRER";"AMPOSTA, D'";"CARRER D'AMPOSTA";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"2";"44";"AMPOSTA"
"115";"CARRER";"AMPOSTA, D'";"CARRER D'AMPOSTA";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"17";"97";"AMPOSTA"
"5934";"PASSATGE";"ANAÏS NAPOLEON, D'";"PASSATGE D'ANAÏS NAPOLEON";"LA COGULLADA";"08224";"17";"17";"ANAISNAPOLEON"
"125";"CARRER";"ANCIANITAT, DE L'";"CARRER DE L'ANCIANITAT";"POBLE NOU - ZONA ESPORTIVA";"08225";"2";"120";"ANCIANITAT"
"125";"CARRER";"ANCIANITAT, DE L'";"CARRER DE L'ANCIANITAT";"POBLE NOU - ZONA ESPORTIVA";"08225";"35";"117";"ANCIANITAT"
"5615";"PLAÇA";"ANDALUSIA, D'";"PLAÇA D'ANDALUSIA";"SANT PERE";"08226";"1";"1";"ANDALUSIA"
"5615";"PLAÇA";"ANDALUSIA, D'";"PLAÇA D'ANDALUSIA";"SANT PERE";"08226";"2";"2";"ANDALUSIA"
"850";"PASSATGE";"ANDORRA, D'";"PASSATGE D'ANDORRA";"CAN PARELLADA";"08228";"4";"10";"ANDORRA"
"850";"PASSATGE";"ANDORRA, D'";"PASSATGE D'ANDORRA";"CAN PARELLADA";"08228";"5";"15";"ANDORRA"
"145";"CARRER";"ANETO, DE L'";"CARRER DE L'ANETO";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"1";"73";"ANETO"
"145";"CARRER";"ANETO, DE L'";"CARRER DE L'ANETO";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"2";"162";"ANETO"
"150";"CARRER";"ÀNGEL GUIMERÀ, D'";"CARRER D'ÀNGEL GUIMERÀ";"CAN PALET";"08223";"1";"235";"ANGELGUIMERA"
"150";"CARRER";"ÀNGEL GUIMERÀ, D'";"CARRER D'ÀNGEL GUIMERÀ";"CAN PALET";"08223";"2";"216";"ANGELGUIMERA"
"155";"AVINGUDA";"ÀNGEL SALLENT, D'";"AVINGUDA D'ÀNGEL SALLENT";"CA N'AURELL";"08224";"2";"200";"ANGELSALLENT"
"155";"AVINGUDA";"ÀNGEL SALLENT, D'";"AVINGUDA D'ÀNGEL SALLENT";"LA MAURINA";"08224";"1";"171";"ANGELSALLENT"
"855";"CARRER";"ANGLATERRA, D'";"CARRER D'ANGLATERRA";"CAN PARELLADA";"08228";"1";"47";"ANGLATERRA"
"855";"CARRER";"ANGLATERRA, D'";"CARRER D'ANGLATERRA";"CAN PARELLADA";"08228";"2";"42";"ANGLATERRA"
"156";"CARRER";"ANGOLA, D'";"CARRER D'ANGOLA";"CAN PARELLADA";"08228";"1";"7";"ANGOLA"
"156";"CARRER";"ANGOLA, D'";"CARRER D'ANGOLA";"CAN PARELLADA";"08228";"2";"10";"ANGOLA"
"5727";"CARRER";"ANNA FRANK, D'";"CARRER D'ANNA FRANK";"CAN ROCA";"08225";"1";"3";"ANNAFRANK"
"5727";"CARRER";"ANNA FRANK, D'";"CARRER D'ANNA FRANK";"CAN ROCA";"08225";"2";"12";"ANNAFRANK"
"5963";"PLAÇA";"ANNA SANTAMARIA I TUSELL, D'";"PLAÇA D'ANNA SANTAMARIA I TUSELL";"CENTRE";"08221";"1";"1";"ANNASANTAMARIAITUSELL"
"4011";"CARRER";"ANOIA, DE L'";"CARRER DE L'ANOIA";"P.I. SANTA MARGARIDA";"08223";"1";"27";"ANOIA"
"5551";"PLAÇA";"ANÒNIMA, DE L'";"PLAÇA DE L'ANÒNIMA";"CA N'AURELL";"08224";"1";"5";"ANONIMA"
"5821";"CARRER";"ANTOLINA BOADA, D'";"CARRER D'ANTOLINA BOADA";"FONT DE L'ESPARDENYERA";"08227";"2";"10";"ANTOLINABOADA"
"5821";"CARRER";"ANTOLINA BOADA, D'";"CARRER D'ANTOLINA BOADA";"FONT DE L'ESPARDENYERA";"08227";"3";"11";"ANTOLINABOADA"
"157";"CARRER";"ANTON FRANCH, D'";"CARRER D'ANTON FRANCH";"LA COGULLADA";"08224";"1";"15";"ANTONFRANCH"
"157";"CARRER";"ANTON FRANCH, D'";"CARRER D'ANTON FRANCH";"LA COGULLADA";"08224";"10";"22";"ANTONFRANCH"
"5954";"PONT";"ANTON FRANCH, D'";"PONT D'ANTON FRANCH";"LA COGULLADA";"08224";"1";"1";"ANTONFRANCH"
"5687";"PLAÇA";"ANTONI ARGILÉS, D'";"PLAÇA D'ANTONI ARGILÉS";"CAN JOFRESA";"08223";"1";"1";"ANTONIARGILES"
"5797";"CARRER";"ANTONI BADRINAS, D'";"CARRER D'ANTONI BADRINAS";"PLA DEL BON AIRE - EL GARROT";"08225";"2";"8";"ANTONIBADRINAS"
"160";"CARRER";"ANTONI BARATA, D'";"CARRER D'ANTONI BARATA";"CAN ROCA";"08225";"2";"22";"ANTONIBARATA"
"160";"CARRER";"ANTONI BARATA, D'";"CARRER D'ANTONI BARATA";"CAN ROCA";"08225";"7";"21";"ANTONIBARATA"
"680";"CARRER";"ANTONI BROS, D'";"CARRER D'ANTONI BROS";"POBLE NOU - ZONA ESPORTIVA";"08225";"1";"155";"ANTONIBROS"
"680";"CARRER";"ANTONI BROS, D'";"CARRER D'ANTONI BROS";"POBLE NOU - ZONA ESPORTIVA";"08225";"6";"140";"ANTONIBROS"
"5545";"PLAÇA";"ANTONI ESCUDÉ, D'";"PLAÇA D'ANTONI ESCUDÉ";"PLA DEL BON AIRE";"08225";"1";"1";"ANTONIESCUDE"
"166";"PLAÇA";"ANTONI GUIU, D'";"PLAÇA D'ANTONI GUIU";"LA MAURINA";"08224";"1";"1";"ANTONIGUIU"
"165";"CARRER";"ANTONI MAURA, D'";"CARRER D'ANTONI MAURA";"CAN BOADA CASC ANTIC";"08225";"1";"17";"ANTONIMAURA"
"165";"CARRER";"ANTONI MAURA, D'";"CARRER D'ANTONI MAURA";"CAN BOADA CASC ANTIC";"08225";"2";"18";"ANTONIMAURA"
"860";"CARRER";"ANTONINUS PIUS, D'";"CARRER D'ANTONINUS PIUS";"CA N'AURELL";"08224";"1";"191";"ANTONINUSPIUS"
"860";"CARRER";"ANTONINUS PIUS, D'";"CARRER D'ANTONINUS PIUS";"CA N'AURELL";"08224";"4";"178";"ANTONINUSPIUS"
"860";"CARRER";"ANTONINUS PIUS, D'";"CARRER D'ANTONINUS PIUS";"LA MAURINA";"08224";"192";"212";"ANTONINUSPIUS"
"860";"CARRER";"ANTONINUS PIUS, D'";"CARRER D'ANTONINUS PIUS";"LA MAURINA";"08224";"201";"201";"ANTONINUSPIUS"
"3645";"CARRER";"ANTONI TORRELLA, D'";"CARRER D'ANTONI TORRELLA";"CA N'AURELL";"08224";"1";"157";"ANTONITORRELLA"
"3645";"CARRER";"ANTONI TORRELLA, D'";"CARRER D'ANTONI TORRELLA";"CA N'AURELL";"08224";"2";"174";"ANTONITORRELLA"
"3645";"CARRER";"ANTONI TORRELLA, D'";"CARRER D'ANTONI TORRELLA";"LA MAURINA";"08224";"243";"271";"ANTONITORRELLA"
"3645";"CARRER";"ANTONI TORRELLA, D'";"CARRER D'ANTONI TORRELLA";"LA MAURINA";"08224";"266";"270";"ANTONITORRELLA"
"176";"CARRER";"APOL.LO, D'";"CARRER D'APOL.LO";"P.I. CAN PARELLADA";"08228";"7";"107";"APOLLO"
"176";"CARRER";"APOL.LO, D'";"CARRER D'APOL.LO";"P.I. CAN PARELLADA";"08228";"10";"116";"APOLLO"
"5829";"PASSATGE";"APRENENTS, DELS";"PASSATGE DELS APRENENTS";"ÈGARA";"08226";"13";"13";"APRENENTS"
"180";"CARRER";"ARAGÓ, D'";"CARRER D'ARAGÓ";"LA COGULLADA";"08224";"1";"19";"ARAGO"
"180";"CARRER";"ARAGÓ, D'";"CARRER D'ARAGÓ";"LA COGULLADA";"08224";"2";"14";"ARAGO"
"5565";"CARRER";"ARBÚCIES, D'";"CARRER D'ARBÚCIES";"CAN ROCA";"08225";"2";"10";"ARBUCIES"
"5701";"PONT";"ARENES, DE LES";"PONT DE LES ARENES";"CA N'ANGLADA";"08222";"1";"1";"ARENES"
"185";"CARRER";"ARENYS DE MAR, D'";"CARRER D'ARENYS DE MAR";"CAN ROCA";"08225";"31";"41";"ARENYSDEMAR"
"185";"CARRER";"ARENYS DE MAR, D'";"CARRER D'ARENYS DE MAR";"CAN ROCA";"08225";"32";"38";"ARENYSDEMAR"
"185";"CARRER";"ARENYS DE MAR, D'";"CARRER D'ARENYS DE MAR";"PLA DEL BON AIRE";"08225";"2";"24";"ARENYSDEMAR"
"185";"CARRER";"ARENYS DE MAR, D'";"CARRER D'ARENYS DE MAR";"PLA DEL BON AIRE";"08225";"13";"25";"ARENYSDEMAR"
"187";"CARRER";"ARGENTINA, DE L'";"CARRER DE L'ARGENTINA";"VISTA ALEGRE";"08224";"1";"9";"ARGENTINA"
"187";"CARRER";"ARGENTINA, DE L'";"CARRER DE L'ARGENTINA";"VISTA ALEGRE";"08224";"2";"6";"ARGENTINA"
"184";"CARRER";"ARIEJA, DE L'";"CARRER DE L'ARIEJA";"ÈGARA";"08226";"1";"15";"ARIEJA"
"184";"CARRER";"ARIEJA, DE L'";"CARRER DE L'ARIEJA";"ÈGARA";"08226";"2";"40";"ARIEJA"
"186";"CARRER";"ÀRIES, D'";"CARRER D'ÀRIES";"P.I. CAN PARELLADA";"08228";"1";"69";"ARIES"
"5760";"PLAÇA";"ARISTIDES MAILLOL, D'";"PLAÇA D'ARISTIDES MAILLOL";"LA COGULLADA";"08224";"1";"9";"ARISTIDESMAILLOL"
"5760";"PLAÇA";"ARISTIDES MAILLOL, D'";"PLAÇA D'ARISTIDES MAILLOL";"LA COGULLADA";"08224";"2";"2";"ARISTIDESMAILLOL"
"197";"PLAÇA";"ARQ.COLL I BACARDÍ, DE L'";"PLAÇA DE L'ARQ.COLL I BACARDÍ";"ROC BLANC";"08224";"1";"1";"ARQCOLLIBACARDI"
"200";"CARRER";"ARQ. PUIG I CADAFALCH, DE L'";"CARRER DE L'ARQ. PUIG I CADAFALCH";"ANTIC POBLE DE SANT PERE";"08222";"2";"60";"ARQPUIGICADAFALCH"
"200";"CARRER";"ARQ. PUIG I CADAFALCH, DE L'";"CARRER DE L'ARQ. PUIG I CADAFALCH";"ANTIC POBLE DE SANT PERE";"08222";"25";"25";"ARQPUIGICADAFALCH"
"195";"CARRER";"ARQUIMEDES, D'";"CARRER D'ARQUIMEDES";"CA N'AURELL";"08224";"1";"267";"ARQUIMEDES"
"195";"CARRER";"ARQUIMEDES, D'";"CARRER D'ARQUIMEDES";"CA N'AURELL";"08224";"2";"298";"ARQUIMEDES"
"5837";"AVINGUDA";"ARTS, DE LES";"AVINGUDA DE LES ARTS";"DISSEMINATS - D5";"08225";"101";"139";"ARTS"
"5837";"AVINGUDA";"ARTS, DE LES";"AVINGUDA DE LES ARTS";"POBLE NOU - ZONA ESPORTIVA";"08225";"100";"134";"ARTS"
"5939";"PONT";"ARTS, DE LES";"PONT DE LES ARTS";"POBLE NOU - ZONA ESPORTIVA";"08225";"1";"1";"ARTS"
"865";"PASSATGE";"ÀSIA, D'";"PASSATGE D'ÀSIA";"CAN PARELLADA";"08228";"2";"24";"ASIA"
"865";"PASSATGE";"ÀSIA, D'";"PASSATGE D'ÀSIA";"CAN PARELLADA";"08228";"3";"13";"ASIA"
"5544";"PLAÇA";"ASSEMBLEA DE CATALUNYA, DE L'";"PLAÇA DE L'ASSEMBLEA DE CATALUNYA";"LA MAURINA";"08224";"1";"5";"ASSEMBLEADECATALUNYA"
"201";"CARRER";"ASSUTZENA, DE L'";"CARRER DE L'ASSUTZENA";"LES FONTS";"08228";"1";"15";"ASSUTZENA"
"201";"CARRER";"ASSUTZENA, DE L'";"CARRER DE L'ASSUTZENA";"LES FONTS";"08228";"2";"12";"ASSUTZENA"
"5517";"CARRER";"ASTOR, DE L'";"CARRER DE L'ASTOR";"CAN PALET DE VISTA ALEGRE";"08224";"1";"25";"ASTOR"
"5517";"CARRER";"ASTOR, DE L'";"CARRER DE L'ASTOR";"CAN PALET DE VISTA ALEGRE";"08224";"4";"32";"ASTOR"
"205";"CARRER";"ASTÚRIES, D'";"CARRER D'ASTÚRIES";"TORRE-SANA";"08227";"30";"70";"ASTURIES"
"205";"CARRER";"ASTÚRIES, D'";"CARRER D'ASTÚRIES";"TORRE-SANA";"08227";"41";"65";"ASTURIES"
"210";"CARRER";"ATENES, D'";"CARRER D'ATENES";"LA MAURINA";"08224";"47";"59";"ATENES"
"210";"CARRER";"ATENES, D'";"CARRER D'ATENES";"LA MAURINA";"08224";"78";"84";"ATENES"
"210";"CARRER";"ATENES, D'";"CARRER D'ATENES";"ROC BLANC";"08224";"1";"1";"ATENES"
"210";"CARRER";"ATENES, D'";"CARRER D'ATENES";"ROC BLANC";"08224";"6";"24";"ATENES"
"5949";"PONT";"ATENES, D'";"PONT D'ATENES";"LA MAURINA";"08224";"1";"1";"ATENES"
"215";"CARRER";"ATLÀNTIDA, DE L'";"CARRER DE L'ATLÀNTIDA";"LA MAURINA";"08224";"1";"7";"ATLANTIDA"
"215";"CARRER";"ATLÀNTIDA, DE L'";"CARRER DE L'ATLÀNTIDA";"LA MAURINA";"08224";"2";"8";"ATLANTIDA"
"5715";"CARRER";"AURONS, DELS";"CARRER DELS AURONS";"CENTRE";"08221";"1";"31";"AURONS"
"5715";"CARRER";"AURONS, DELS";"CARRER DELS AURONS";"CENTRE";"08221";"2";"2";"AURONS"
"220";"CARRER";"AURORA, DE L'";"CARRER DE L'AURORA";"CENTRE";"08221";"1";"11";"AURORA"
"220";"CARRER";"AURORA, DE L'";"CARRER DE L'AURORA";"CENTRE";"08221";"2";"40";"AURORA"
"5595";"PLAÇA";"AURORA BERTRANA, D'";"PLAÇA D'AURORA BERTRANA";"LES FONTS";"08228";"1";"1";"AURORABERTRANA"
"225";"CARRER";"AUSIÀS MARC, D'";"CARRER D'AUSIÀS MARC";"CA N'AURELL";"08224";"1";"35";"AUSIASMARC"
"225";"CARRER";"AUSIÀS MARC, D'";"CARRER D'AUSIÀS MARC";"CA N'AURELL";"08224";"2";"60";"AUSIASMARC"
"870";"PASSATGE";"ÀUSTRIA, D'";"PASSATGE D'ÀUSTRIA";"CAN PARELLADA";"08228";"3";"11";"AUSTRIA"
"870";"PASSATGE";"ÀUSTRIA, D'";"PASSATGE D'ÀUSTRIA";"CAN PARELLADA";"08228";"6";"10";"AUSTRIA"
"1840";"CARRER";"AUTONOMIA, DE L'";"CARRER DE L'AUTONOMIA";"SANT PERE";"08225";"1";"153";"AUTONOMIA"
"1840";"CARRER";"AUTONOMIA, DE L'";"CARRER DE L'AUTONOMIA";"SANT PERE";"08225";"2";"128";"AUTONOMIA"
"1840";"CARRER";"AUTONOMIA, DE L'";"CARRER DE L'AUTONOMIA";"SANT PERE";"08226";"132";"142";"AUTONOMIA"
"1840";"CARRER";"AUTONOMIA, DE L'";"CARRER DE L'AUTONOMIA";"SANT PERE";"08226";"157";"161";"AUTONOMIA"
