"codi_carrer";"des_sigla";"nom_carrer";"nom_complert";"nom_barri";"codi_postal";"nroi";"nrof";"nom_llistat"
"2750";"CARRER";"POMPEU FABRA, DE";"CARRER DE POMPEU FABRA";"SANT PERE NORD";"08226";"2";"244";"POMPEUFABRA"
"2755";"CARRER";"PONENT, DE";"CARRER DE PONENT";"SANT PERE";"08225";"44";"66";"PONENT"
"2755";"CARRER";"PONENT, DE";"CARRER DE PONENT";"SANT PERE";"08225";"51";"77";"PONENT"
"2755";"CARRER";"PONENT, DE";"CARRER DE PONENT";"SANT PERE";"08226";"1";"43";"PONENT"
"2755";"CARRER";"PONENT, DE";"CARRER DE PONENT";"SANT PERE";"08226";"2";"40";"PONENT"
"1465";"RONDA";"PONENT, DE";"RONDA DE PONENT";"CAN BOADA CASC ANTIC";"08225";"150";"168";"PONENT"
"1465";"RONDA";"PONENT, DE";"RONDA DE PONENT";"CAN BOADA DEL PI";"08225";"143";"153";"PONENT"
"1465";"RONDA";"PONENT, DE";"RONDA DE PONENT";"CAN ROCA";"08225";"292";"358";"PONENT"
"1465";"RONDA";"PONENT, DE";"RONDA DE PONENT";"CAN ROCA";"08225";"361";"361";"PONENT"
"1465";"RONDA";"PONENT, DE";"RONDA DE PONENT";"LA MAURINA";"08224";"2";"82";"PONENT"
"1465";"RONDA";"PONENT, DE";"RONDA DE PONENT";"POBLE NOU - ZONA ESPORTIVA";"08225";"155";"247";"PONENT"
"1465";"RONDA";"PONENT, DE";"RONDA DE PONENT";"POBLE NOU - ZONA ESPORTIVA";"08225";"174";"278";"PONENT"
"1465";"RONDA";"PONENT, DE";"RONDA DE PONENT";"ROC BLANC";"08224";"5";"137";"PONENT"
"5703";"PLAÇA";"PONT DE VACARISSES, DEL";"PLAÇA DEL PONT DE VACARISSES";"CAN BOADA CASC ANTIC";"08225";"1";"1";"PONTDEVACARISSES"
"2765";"CARRER";"PONTEVEDRA, DE";"CARRER DE PONTEVEDRA";"MONTSERRAT";"08227";"6";"70";"PONTEVEDRA"
"2760";"CARRER";"PONTS, DE";"CARRER DE PONTS";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"2";"10";"PONTS"
"2760";"CARRER";"PONTS, DE";"CARRER DE PONTS";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"25";"33";"PONTS"
"2770";"CARRER";"PORTAL NOU, DEL";"CARRER DEL PORTAL NOU";"CENTRE";"08221";"2";"46";"PORTALNOU"
"2770";"CARRER";"PORTAL NOU, DEL";"CARRER DEL PORTAL NOU";"CENTRE";"08221";"9";"63";"PORTALNOU"
"2776";"AVINGUDA";"PORTUGAL, DE";"AVINGUDA DE PORTUGAL";"CAN TUSELL";"08226";"2";"2";"PORTUGAL"
"2776";"AVINGUDA";"PORTUGAL, DE";"AVINGUDA DE PORTUGAL";"DISSEMINATS - D5";"08226";"1";"151";"PORTUGAL"
"2776";"AVINGUDA";"PORTUGAL, DE";"AVINGUDA DE PORTUGAL";"P.I. PUIGBARRAL";"08226";"50";"210";"PORTUGAL"
"2775";"PASSATGE";"PORTUGAL, DE";"PASSATGE DE PORTUGAL";"CAN PARELLADA";"08228";"1";"13";"PORTUGAL"
"2775";"PASSATGE";"PORTUGAL, DE";"PASSATGE DE PORTUGAL";"CAN PARELLADA";"08228";"2";"12";"PORTUGAL"
"2775";"PASSATGE";"PORTUGAL, DE";"PASSATGE DE PORTUGAL";"P.I. PUIGBARRAL";"08226";"118";"200";"PORTUGAL"
"5773";"DISSEMINAT";"POUM - ROC BLANC";"DISSEMINAT POUM - ROC BLANC";"LA MAURINA";"08224";"16";"16";"POUMROCBLANC"
"5773";"DISSEMINAT";"POUM - ROC BLANC";"DISSEMINAT POUM - ROC BLANC";"ROC BLANC";"08224";"15";"37";"POUMROCBLANC"
"5773";"DISSEMINAT";"POUM - ROC BLANC";"DISSEMINAT POUM - ROC BLANC";"ROC BLANC";"08224";"18";"38";"POUMROCBLANC"
"2780";"CARRER";"PRAT DE LA RIBA, DE";"CARRER DE PRAT DE LA RIBA";"SANT PERE";"08226";"160";"260";"PRATDELARIBA"
"2780";"CARRER";"PRAT DE LA RIBA, DE";"CARRER DE PRAT DE LA RIBA";"SANT PERE";"08226";"169";"235";"PRATDELARIBA"
"2780";"CARRER";"PRAT DE LA RIBA, DE";"CARRER DE PRAT DE LA RIBA";"VALLPARADÍS";"08222";"1";"159";"PRATDELARIBA"
"2780";"CARRER";"PRAT DE LA RIBA, DE";"CARRER DE PRAT DE LA RIBA";"VALLPARADÍS";"08222";"4";"150";"PRATDELARIBA"
"5812";"CARRER";"PREMSA, DE LA";"CARRER DE LA PREMSA";"CAN BOADA DEL PI";"08225";"1";"3";"PREMSA"
"5812";"CARRER";"PREMSA, DE LA";"CARRER DE LA PREMSA";"CAN BOADA DEL PI";"08225";"2";"2";"PREMSA"
"2785";"PASSATGE";"PREVISIÓ, DE LA";"PASSATGE DE LA PREVISIÓ";"CA N'ANGLADA";"08222";"1";"1";"PREVISIO"
"2790";"CARRER";"PRIEGO, DE";"CARRER DE PRIEGO";"ÈGARA";"08226";"1";"7";"PRIEGO"
"2790";"CARRER";"PRIEGO, DE";"CARRER DE PRIEGO";"ÈGARA";"08226";"2";"6";"PRIEGO"
"890";"CARRER";"PRIM, DE";"CARRER DE PRIM";"SEGLE XX";"08223";"1";"127";"PRIM"
"890";"CARRER";"PRIM, DE";"CARRER DE PRIM";"SEGLE XX";"08223";"2";"120";"PRIM"
"2791";"PLAÇA";"PRIMER DE MAIG, DEL";"PLAÇA DEL PRIMER DE MAIG";"SANT PERE NORD";"08226";"1";"1";"PRIMERDEMAIG"
"2805";"CARRER";"PRÍNCEP DE VIANA, DEL";"CARRER DEL PRÍNCEP DE VIANA";"CAN BOADA CASC ANTIC";"08225";"2";"32";"PRINCEPDEVIANA"
"2805";"CARRER";"PRÍNCEP DE VIANA, DEL";"CARRER DEL PRÍNCEP DE VIANA";"CAN BOADA CASC ANTIC";"08225";"23";"23";"PRINCEPDEVIANA"
"2810";"CARRER";"PRIOR TÀPIA, DEL";"CARRER DEL PRIOR TÀPIA";"CEMENTIRI VELL";"08222";"1";"19";"PRIORTAPIA"
"2810";"CARRER";"PRIOR TÀPIA, DEL";"CARRER DEL PRIOR TÀPIA";"CEMENTIRI VELL";"08222";"2";"44";"PRIORTAPIA"
"2820";"PLAÇA";"PROGRÉS, DEL";"PLAÇA DEL PROGRÉS";"CA N'AURELL";"08224";"1";"43";"PROGRES"
"2820";"PLAÇA";"PROGRÉS, DEL";"PLAÇA DEL PROGRÉS";"CA N'AURELL";"08224";"2";"42";"PROGRES"
"5926";"PLAÇA";"PROLETARIAT, DEL";"PLAÇA DEL PROLETARIAT";"PLA DEL BON AIRE";"08225";"1";"1";"PROLETARIAT"
"2825";"CARRER";"PROVENÇA, DE";"CARRER DE PROVENÇA";"P.I. PUIGBARRAL";"08226";"174";"226";"PROVENCZZA"
"2825";"CARRER";"PROVENÇA, DE";"CARRER DE PROVENÇA";"P.I. PUIGBARRAL";"08226";"223";"255";"PROVENCZZA"
"2825";"CARRER";"PROVENÇA, DE";"CARRER DE PROVENÇA";"SANT PERE NORD";"08226";"3";"215";"PROVENCZZA"
"2825";"CARRER";"PROVENÇA, DE";"CARRER DE PROVENÇA";"SANT PERE NORD";"08226";"6";"168";"PROVENCZZA"
"2830";"PASSATGE";"PRUDÈNCIA, DE LA";"PASSATGE DE LA PRUDÈNCIA";"CA N'ANGLADA";"08222";"2";"26";"PRUDENCIA"
"6200";"CARRER";"PUERTO RICO, DE";"CARRER DE PUERTO RICO";"VISTA ALEGRE";"08224";"1";"19";"PUERTORICO"
"6200";"CARRER";"PUERTO RICO, DE";"CARRER DE PUERTO RICO";"VISTA ALEGRE";"08224";"2";"14";"PUERTORICO"
"5594";"CARRER";"PUIGBARRAL, DE";"CARRER DE PUIGBARRAL";"P.I. CAN PETIT";"08227";"7";"47";"PUIGBARRAL"
"5594";"CARRER";"PUIGBARRAL, DE";"CARRER DE PUIGBARRAL";"P.I. CAN PETIT";"08227";"18";"48";"PUIGBARRAL"
"5763";"PLAÇA";"PUIGCERDÀ, DE";"PLAÇA DE PUIGCERDÀ";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"1";"1";"PUIGCERDA"
"5628";"CARRER";"PUIG DEL CANYET, DEL";"CARRER DEL PUIG DEL CANYET";"LES MARTINES";"08224";"1";"5";"PUIGDELCANYET"
"5628";"CARRER";"PUIG DEL CANYET, DEL";"CARRER DEL PUIG DEL CANYET";"LES MARTINES";"08224";"2";"6";"PUIGDELCANYET"
"5629";"CARRER";"PUIG DE VIASTRELLA, DEL";"CARRER DEL PUIG DE VIASTRELLA";"LES MARTINES";"08224";"1";"23";"PUIGDEVIASTRELLA"
"5629";"CARRER";"PUIG DE VIASTRELLA, DEL";"CARRER DEL PUIG DE VIASTRELLA";"LES MARTINES";"08224";"2";"20";"PUIGDEVIASTRELLA"
"2845";"CARRER";"PUIGMAL, DEL";"CARRER DEL PUIGMAL";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"1";"59";"PUIGMAL"
"2845";"CARRER";"PUIGMAL, DEL";"CARRER DEL PUIGMAL";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"2";"52";"PUIGMAL"
"2840";"CARRER";"PUIG NOVELL, DEL";"CARRER DEL PUIG NOVELL";"CENTRE";"08221";"1";"53";"PUIGNOVELL"
"2840";"CARRER";"PUIG NOVELL, DEL";"CARRER DEL PUIG NOVELL";"CENTRE";"08221";"2";"56";"PUIGNOVELL"
"5684";"CARRER";"PUIGSACALM, DEL";"CARRER DEL PUIGSACALM";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"2";"8";"PUIGSACALM"
"5684";"CARRER";"PUIGSACALM, DEL";"CARRER DEL PUIGSACALM";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"11";"25";"PUIGSACALM"
"5787";"CARRER";"PUJOL BLANC, DEL";"CARRER DEL PUJOL BLANC";"LES FONTS";"08228";"1";"17";"PUJOLBLANC"
"5787";"CARRER";"PUJOL BLANC, DEL";"CARRER DEL PUJOL BLANC";"LES FONTS";"08228";"2";"6";"PUJOLBLANC"
"5532";"CARRER";"PUPUT, DE LA";"CARRER DE LA PUPUT";"CAN PALET DE VISTA ALEGRE";"08224";"1";"37";"PUPUT"
"5532";"CARRER";"PUPUT, DE LA";"CARRER DE LA PUPUT";"CAN PALET DE VISTA ALEGRE";"08224";"2";"28";"PUPUT"
"5583";"PLAÇA";"QUADRA DE VALLPARADÍS, DE LA";"PLAÇA DE LA QUADRA DE VALLPARADÍS";"CENTRE";"08221";"1";"7";"QUADRADEVALLPARADIS"
"5969";"PASSEIG";"QUITÈRIA TARRAGÓ, DE";"PASSEIG DE QUITÈRIA TARRAGÓ";"SEGLE XX";"08223";"1";"1";"QUITERIATARRAGO"
"5969";"PASSEIG";"QUITÈRIA TARRAGÓ, DE";"PASSEIG DE QUITÈRIA TARRAGÓ";"SEGLE XX";"08223";"6";"6";"QUITERIATARRAGO"
"2855";"CARRER";"RACÓ, DEL";"CARRER DEL RACÓ";"CENTRE";"08221";"2";"14";"RACO"
"2855";"CARRER";"RACÓ, DEL";"CARRER DEL RACÓ";"CENTRE";"08221";"9";"27";"RACO"
"5786";"PLAÇA";"RAFAEL ALBERTI, DE";"PLAÇA DE RAFAEL ALBERTI";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"1";"1";"RAFAELALBERTI"
"2872";"CARRER";"RAFAEL BENET, DE";"CARRER DE RAFAEL BENET";"POBLE NOU - ZONA ESPORTIVA";"08225";"3";"15";"RAFAELBENET"
"2872";"CARRER";"RAFAEL BENET, DE";"CARRER DE RAFAEL BENET";"POBLE NOU - ZONA ESPORTIVA";"08225";"4";"16";"RAFAELBENET"
"2871";"CARRER";"RAFAEL CAMPALANS, DE";"CARRER DE RAFAEL CAMPALANS";"ROC BLANC";"08224";"1";"47";"RAFAELCAMPALANS"
"2871";"CARRER";"RAFAEL CAMPALANS, DE";"CARRER DE RAFAEL CAMPALANS";"ROC BLANC";"08224";"6";"6";"RAFAELCAMPALANS"
"5770";"CARRER";"RAFAEL ROIG, DE";"CARRER DE RAFAEL ROIG";"CEMENTIRI VELL";"08222";"4";"10";"RAFAELROIG"
"5770";"CARRER";"RAFAEL ROIG, DE";"CARRER DE RAFAEL ROIG";"CEMENTIRI VELL";"08222";"9";"15";"RAFAELROIG"
"2860";"CARRER";"RAGOL, DE";"CARRER DE RAGOL";"POBLE NOU - ZONA ESPORTIVA";"08225";"1";"1";"RAGOL"
"5813";"CARRER";"RAÏM, DEL";"CARRER DEL RAÏM";"CAN BOADA DEL PI";"08225";"5";"5";"RAIM"
"5587";"CARRER";"RAJOLERS, DELS";"CARRER DELS RAJOLERS";"ROC BLANC";"08224";"1";"21";"RAJOLERS"
"5587";"CARRER";"RAJOLERS, DELS";"CARRER DELS RAJOLERS";"ROC BLANC";"08224";"2";"50";"RAJOLERS"
"5778";"CAMÍ";"RAL DE TERRASSA A RUBÍ";"CAMÍ RAL DE TERRASSA A RUBÍ";"DISSEMINATS - D3.2";"08223";"1";"1";"RALDETERRASSAARUBI"
"5772";"CAMÍ";"RAL DE TERRASSA A SABADELL";"CAMÍ RAL DE TERRASSA A SABADELL";"TORRE-SANA";"08227";"1";"1";"RALDETERRASSAASABADELL"
"5702";"PONT";"RAMBLA, DE LA";"PONT DE LA RAMBLA";"CAN BOADA CASC ANTIC";"08225";"1";"1";"RAMBLA"
"2880";"CARRER";"RAMON LLULL, DE";"CARRER DE RAMON LLULL";"CA N'AURELL";"08224";"1";"169";"RAMONLLULL"
"2880";"CARRER";"RAMON LLULL, DE";"CARRER DE RAMON LLULL";"CA N'AURELL";"08224";"2";"160";"RAMONLLULL"
"2875";"CARRER";"RAMÓN Y CAJAL, DE";"CARRER DE RAMÓN Y CAJAL";"CAN PALET";"08223";"142";"224";"RAMONYCAJAL"
"2875";"CARRER";"RAMÓN Y CAJAL, DE";"CARRER DE RAMÓN Y CAJAL";"CAN PALET";"08223";"183";"255";"RAMONYCAJAL"
"2875";"CARRER";"RAMÓN Y CAJAL, DE";"CARRER DE RAMÓN Y CAJAL";"CEMENTIRI VELL";"08222";"48";"112";"RAMONYCAJAL"
"2875";"CARRER";"RAMÓN Y CAJAL, DE";"CARRER DE RAMÓN Y CAJAL";"CEMENTIRI VELL";"08222";"91";"161";"RAMONYCAJAL"
"2875";"CARRER";"RAMÓN Y CAJAL, DE";"CARRER DE RAMÓN Y CAJAL";"PL. CATALUNYA - ESC. INDUSTRIAL";"08222";"1";"79";"RAMONYCAJAL"
"2875";"CARRER";"RAMÓN Y CAJAL, DE";"CARRER DE RAMÓN Y CAJAL";"PL. CATALUNYA - ESC. INDUSTRIAL";"08222";"2";"44";"RAMONYCAJAL"
"2885";"CARRER";"RASA, DE LA";"CARRER DE LA RASA";"CENTRE";"08221";"1";"131";"RASA"
"2885";"CARRER";"RASA, DE LA";"CARRER DE LA RASA";"CENTRE";"08221";"24";"118";"RASA"
"2890";"PASSATGE";"RASA, DE LA";"PASSATGE DE LA RASA";"CENTRE";"08221";"1";"7";"RASA"
"2890";"PASSATGE";"RASA, DE LA";"PASSATGE DE LA RASA";"CENTRE";"08221";"2";"6";"RASA"
"2895";"PLAÇA";"RECTOR HOMS, DEL";"PLAÇA DEL RECTOR HOMS";"ANTIC POBLE DE SANT PERE";"08221";"1";"1";"RECTORHOMS"
"2895";"PLAÇA";"RECTOR HOMS, DEL";"PLAÇA DEL RECTOR HOMS";"ANTIC POBLE DE SANT PERE";"08222";"1";"3";"RECTORHOMS"
"2900";"CARRER";"RECTORIA, DE LA";"CARRER DE LA RECTORIA";"ANTIC POBLE DE SANT PERE";"08222";"1";"1";"RECTORIA"
"2900";"CARRER";"RECTORIA, DE LA";"CARRER DE LA RECTORIA";"ANTIC POBLE DE SANT PERE";"08222";"2";"34";"RECTORIA"
"2935";"AVINGUDA";"REIS CATÒLICS, DELS";"AVINGUDA DELS REIS CATÒLICS";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"47";"47";"REISCATOLICS"
"2915";"CARRETERA";"RELLINARS, DE";"CARRETERA DE RELLINARS";"DISSEMINATS - D5";"08225";"400";"560";"RELLINARS"
"2915";"CARRETERA";"RELLINARS, DE";"CARRETERA DE RELLINARS";"DISSEMINATS - D5";"08225";"539";"559";"RELLINARS"
"2915";"CARRETERA";"RELLINARS, DE";"CARRETERA DE RELLINARS";"POBLE NOU - ZONA ESPORTIVA";"08225";"187";"539";"RELLINARS"
"2915";"CARRETERA";"RELLINARS, DE";"CARRETERA DE RELLINARS";"POBLE NOU - ZONA ESPORTIVA";"08225";"204";"384";"RELLINARS"
"2915";"CARRETERA";"RELLINARS, DE";"CARRETERA DE RELLINARS";"SANT PERE";"08225";"2";"182";"RELLINARS"
"2915";"CARRETERA";"RELLINARS, DE";"CARRETERA DE RELLINARS";"TORRENT D'EN PERE PARRES";"08225";"1";"181";"RELLINARS"
"2920";"CARRER";"RENAIXEMENT, DEL";"CARRER DEL RENAIXEMENT";"SANT PERE NORD";"08226";"1";"11";"RENAIXEMENT"
"2920";"CARRER";"RENAIXEMENT, DEL";"CARRER DEL RENAIXEMENT";"SANT PERE NORD";"08226";"2";"12";"RENAIXEMENT"
"2920";"CARRER";"RENAIXEMENT, DEL";"CARRER DEL RENAIXEMENT";"ÈGARA";"08226";"15";"101";"RENAIXEMENT"
"2920";"CARRER";"RENAIXEMENT, DEL";"CARRER DEL RENAIXEMENT";"ÈGARA";"08226";"16";"96";"RENAIXEMENT"
"5801";"PARC";"REPÚBLICA, DE LA";"PARC DE LA REPÚBLICA";"SANT PERE NORD";"08226";"1";"1";"REPUBLICA"
"2925";"CARRER";"REUS, DE";"CARRER DE REUS";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"2";"90";"REUS"
"2925";"CARRER";"REUS, DE";"CARRER DE REUS";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"5";"107";"REUS"
"2940";"CARRER";"RIBA, DE LA";"CARRER DE LA RIBA";"CENTRE";"08221";"1";"75";"RIBA"
"2940";"CARRER";"RIBA, DE LA";"CARRER DE LA RIBA";"CENTRE";"08221";"2";"90";"RIBA"
"5620";"PLAÇA";"RICARD CAMÍ, DE";"PLAÇA DE RICARD CAMÍ";"CENTRE";"08221";"1";"1";"RICARDCAMI"
"5620";"PLAÇA";"RICARD CAMÍ, DE";"PLAÇA DE RICARD CAMÍ";"CENTRE";"08221";"2";"2";"RICARDCAMI"
"5720";"CARRER";"RICARD LAMOTE DE GRIGNON, DE";"CARRER DE RICARD LAMOTE DE GRIGNON";"LES FONTS";"08228";"1";"1";"RICARDLAMOTEDEGRIGNON"
"5915";"DISSEMINAT";"CARRER DE RICARD MARLET (MAT)";"DISSEMINAT CARRER DE RICARD MARLET (MAT)";"DISSEMINATS - D6";"08227";"1";"1";"RICARDMARLET"
"5915";"DISSEMINAT";"CARRER DE RICARD MARLET (MAT)";"DISSEMINAT CARRER DE RICARD MARLET (MAT)";"DISSEMINATS - D6";"08227";"2";"2";"RICARDMARLET"
"5915";"DISSEMINAT";"CARRER DE RICARD MARLET (MAT)";"DISSEMINAT CARRER DE RICARD MARLET (MAT)";"POBLE NOU - ZONA ESPORTIVA";"08225";"529";"529";"RICARDMARLET"
"2945";"CARRER";"RICARDO CARO, DE";"CARRER DE RICARDO CARO";"PL. CATALUNYA - ESC. INDUSTRIAL";"08222";"1";"83";"RICARDOCARO"
"2945";"CARRER";"RICARDO CARO, DE";"CARRER DE RICARDO CARO";"PL. CATALUNYA - ESC. INDUSTRIAL";"08222";"22";"106";"RICARDOCARO"
"5716";"PASSEIG";"RIERA, DE LA";"PASSEIG DE LA RIERA";"LES FONTS";"08228";"54";"58";"RIERA"
"5716";"PASSEIG";"RIERA, DE LA";"PASSEIG DE LA RIERA";"LES FONTS";"08228";"55";"55";"RIERA"
"2965";"CARRER";"RIOJA, DE LA";"CARRER DE LA RIOJA";"MONTSERRAT";"08227";"2";"2";"RIOJA"
"2965";"CARRER";"RIOJA, DE LA";"CARRER DE LA RIOJA";"MONTSERRAT";"08227";"51";"51";"RIOJA"
"2965";"CARRER";"RIOJA, DE LA";"CARRER DE LA RIOJA";"TORRE-SANA";"08227";"57";"99";"RIOJA"
"2965";"CARRER";"RIOJA, DE LA";"CARRER DE LA RIOJA";"VILARDELL";"08227";"2";"30";"RIOJA"
"2970";"CARRER";"RIPOLL, DE";"CARRER DE RIPOLL";"CAN PALET";"08223";"1";"39";"RIPOLL"
"2970";"CARRER";"RIPOLL, DE";"CARRER DE RIPOLL";"CAN PALET";"08223";"2";"30";"RIPOLL"
"2986";"PASSATGE";"ROCAFORT, DE";"PASSATGE DE ROCAFORT";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"1";"39";"ROCAFORT"
"2985";"CARRER";"ROCA I ROCA, DE";"CARRER DE ROCA I ROCA";"SANT PERE";"08225";"1";"9";"ROCAIROCA"
"2985";"CARRER";"ROCA I ROCA, DE";"CARRER DE ROCA I ROCA";"SANT PERE";"08225";"2";"14";"ROCAIROCA"
"2985";"CARRER";"ROCA I ROCA, DE";"CARRER DE ROCA I ROCA";"SANT PERE";"08226";"15";"41";"ROCAIROCA"
"2985";"CARRER";"ROCA I ROCA, DE";"CARRER DE ROCA I ROCA";"SANT PERE";"08226";"16";"42";"ROCAIROCA"
"2985";"CARRER";"ROCA I ROCA, DE";"CARRER DE ROCA I ROCA";"SANT PERE NORD";"08226";"43";"219";"ROCAIROCA"
"2985";"CARRER";"ROCA I ROCA, DE";"CARRER DE ROCA I ROCA";"SANT PERE NORD";"08226";"46";"232";"ROCAIROCA"
"2987";"PLAÇA";"ROC BLANC, DEL";"PLAÇA DEL ROC BLANC";"ROC BLANC";"08224";"32";"48";"ROCBLANC"
"2990";"CARRER";"ROGER DE LLÚRIA, DE";"CARRER DE ROGER DE LLÚRIA";"SEGLE XX";"08223";"1";"231";"ROGERDELLURIA"
"2990";"CARRER";"ROGER DE LLÚRIA, DE";"CARRER DE ROGER DE LLÚRIA";"SEGLE XX";"08223";"2";"168";"ROGERDELLURIA"
"2995";"CARRER";"ROIG VENTURA, DE";"CARRER DE ROIG VENTURA";"CAN TUSELL";"08226";"85";"95";"ROIGVENTURA"
"2995";"CARRER";"ROIG VENTURA, DE";"CARRER DE ROIG VENTURA";"CAN TUSELL";"08226";"386";"400";"ROIGVENTURA"
"2995";"CARRER";"ROIG VENTURA, DE";"CARRER DE ROIG VENTURA";"SANT PERE NORD";"08226";"105";"215";"ROIGVENTURA"
"2995";"CARRER";"ROIG VENTURA, DE";"CARRER DE ROIG VENTURA";"SANT PERE NORD";"08226";"404";"508";"ROIGVENTURA"
"3000";"CARRER";"ROMA, DE";"CARRER DE ROMA";"LES FONTS";"08228";"1";"47";"ROMA"
"3000";"CARRER";"ROMA, DE";"CARRER DE ROMA";"LES FONTS";"08228";"2";"48";"ROMA"
"476";"CAMÍ";"ROMANÍ, DEL";"CAMÍ DEL ROMANÍ";"LES FONTS";"08228";"1";"45";"ROMANI"
"476";"CAMÍ";"ROMANÍ, DEL";"CAMÍ DEL ROMANÍ";"LES FONTS";"08228";"2";"64";"ROMANI"
"3030";"CARRER";"ROMANIA, DE";"CARRER DE ROMANIA";"CAN PARELLADA";"08228";"1";"19";"ROMANIA"
"3030";"CARRER";"ROMANIA, DE";"CARRER DE ROMANIA";"CAN PARELLADA";"08228";"2";"12";"ROMANIA"
"5610";"CAMÍ";"ROMEU DE MONTSERRAT";"CAMÍ ROMEU DE MONTSERRAT";"DISSEMINATS - D5";"08225";"5";"23";"ROMEUDEMONTSERRAT"
"5610";"CAMÍ";"ROMEU DE MONTSERRAT";"CAMÍ ROMEU DE MONTSERRAT";"DISSEMINATS - D5";"08225";"6";"90";"ROMEUDEMONTSERRAT"
"5868";"JARDINS";"RÒMUL PIÑOL, DE";"JARDINS DE RÒMUL PIÑOL";"ROC BLANC";"08224";"1";"1";"ROMULPINZZOL"
"5659";"PLAÇA";"ROSALÍA DE CASTRO, DE";"PLAÇA DE ROSALÍA DE CASTRO";"LA COGULLADA";"08224";"1";"1";"ROSALIADECASTRO"
"5873";"CARRER";"ROSALIND FRANKLIN, DE";"CARRER DE ROSALIND FRANKLIN";"DISSEMINATS - D3.1";"08227";"18";"48";"ROSALINDFRANKLIN"
"5873";"CARRER";"ROSALIND FRANKLIN, DE";"CARRER DE ROSALIND FRANKLIN";"DISSEMINATS - D3.1";"08227";"19";"49";"ROSALINDFRANKLIN"
"3014";"PLAÇA";"ROSA MORA, DE";"PLAÇA DE ROSA MORA";"SANT PERE";"08225";"1";"1";"ROSAMORA"
"5962";"PLAÇA";"ROSA PARKS, DE";"PLAÇA DE ROSA PARKS";"CA N'ANGLADA";"08222";"1";"3";"ROSAPARKS"
"5962";"PLAÇA";"ROSA PARKS, DE";"PLAÇA DE ROSA PARKS";"CA N'ANGLADA";"08222";"2";"2";"ROSAPARKS"
"5682";"PLACETA";"ROSA PUIG, DE";"PLACETA DE ROSA PUIG";"CENTRE";"08221";"1";"5";"ROSAPUIG"
"5955";"PLAÇA";"ROSARIO DE ACUÑA, DE";"PLAÇA DE ROSARIO DE ACUÑA";"LA MAURINA";"08224";"1";"1";"ROSARIODEACUNZZA"
"5507";"CARRER";"ROSA SABATER, DE";"CARRER DE ROSA SABATER";"LES ARENES - LA GRÍPIA - CAN MONTLLOR";"08227";"1";"1";"ROSASABATER"
"5598";"CARRER";"ROSA SENSAT, DE";"CARRER DE ROSA SENSAT";"LES FONTS";"08228";"1";"5";"ROSASENSAT"
"5598";"CARRER";"ROSA SENSAT, DE";"CARRER DE ROSA SENSAT";"LES FONTS";"08228";"2";"2";"ROSASENSAT"
"5577";"PLAÇA";"ROSA TURU, DE";"PLAÇA DE ROSA TURU";"CAN ROCA";"08225";"1";"1";"ROSATURU"
"3006";"CARRER";"ROSELLA, DE LA";"CARRER DE LA ROSELLA";"CAN GONTERES";"08225";"1";"5";"ROSELLA"
"3006";"CARRER";"ROSELLA, DE LA";"CARRER DE LA ROSELLA";"CAN GONTERES";"08225";"8";"14";"ROSELLA"
"3011";"CARRER";"ROSER, DEL";"CARRER DEL ROSER";"CAN GONTERES";"08225";"1";"15";"ROSER"
"3011";"CARRER";"ROSER, DEL";"CARRER DEL ROSER";"CAN GONTERES";"08225";"2";"14";"ROSER"
"3010";"CARRER";"ROSSELLÓ, DEL";"CARRER DEL ROSSELLÓ";"LA COGULLADA";"08224";"2";"34";"ROSSELLO"
"3010";"CARRER";"ROSSELLÓ, DEL";"CARRER DEL ROSSELLÓ";"LA COGULLADA";"08224";"19";"43";"ROSSELLO"
"3013";"CARRER";"ROSSINYOL, DEL";"CARRER DEL ROSSINYOL";"LES FONTS";"08228";"49";"83";"ROSSINYOL"
"3013";"CARRER";"ROSSINYOL, DEL";"CARRER DEL ROSSINYOL";"LES FONTS";"08228";"50";"66";"ROSSINYOL"
"3012";"CARRER";"ROURE, DEL";"CARRER DEL ROURE";"CAN GONTERES";"08225";"4";"18";"ROURE"
"3012";"CARRER";"ROURE, DEL";"CARRER DEL ROURE";"CAN GONTERES";"08225";"7";"7";"ROURE"
"2415";"CARRER";"ROVIRA I BRUSI, DE";"CARRER DE ROVIRA I BRUSI";"SANT PERE";"08226";"1";"11";"ROVIRAIBRUSI"
"2415";"CARRER";"ROVIRA I BRUSI, DE";"CARRER DE ROVIRA I BRUSI";"SANT PERE";"08226";"2";"6";"ROVIRAIBRUSI"
